ac_year,st_code,state_name,dt_code,district_name,block_cd,udise_block_name,loc_name,sch_category_id,tr_cat_name,school_category,sch_mgmt_id,sch_mgmt_name,caste_id,caste_name,pre_primary_boy,pre_primary_girl,class1_boy,class2_boy,class3_boy,class4_boy,class5_boy,class6_boy,class7_boy,class8_boy,class9_boy,class10_boy,class11_boy,class12_boy,class1_girl,class2_girl,class3_girl,class4_girl,class5_girl,class6_girl,class7_girl,class8_girl,class9_girl,class10_girl,class11_girl,class12_girl
2019-20,19,West Bengal,1901,DARJEELING,190129,DARJEELING_PULBAZAR_BLOCK,Rural,1,cat1,PS (I-V),1,Department of Education,4,OBC,14,15,43,44,42,23,7,0,0,0,0,0,0,0,53,34,37,32,7,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190130,RANGLI_RANGLIOT_BLOCK,Rural,1,cat1,PS (I-V),1,Department of Education,4,OBC,7,8,25,16,17,18,0,0,0,0,0,0,0,0,19,21,20,21,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190131,KURSEONG_BLOCK,Rural,1,cat1,PS (I-V),1,Department of Education,4,OBC,25,25,22,26,28,24,3,0,0,0,0,0,0,0,23,27,25,18,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190132,MIRIK_BLOCK,Rural,1,cat1,PS (I-V),1,Department of Education,4,OBC,2,1,13,15,10,10,0,0,0,0,0,0,0,0,11,4,3,8,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190133,JOREBUNGLOW_SUKHIA_BLOCK,Rural,1,cat1,PS (I-V),1,Department of Education,4,OBC,26,26,45,26,32,30,3,0,0,0,0,0,0,0,39,34,30,38,5,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190129,DARJEELING_PULBAZAR_BLOCK,Urban,1,cat1,PS (I-V),1,Department of Education,4,OBC,0,0,9,5,5,5,0,0,0,0,0,0,0,0,7,4,4,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190131,KURSEONG_BLOCK,Urban,1,cat1,PS (I-V),1,Department of Education,4,OBC,2,0,6,7,7,6,2,0,0,0,0,0,0,0,4,4,4,1,5,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,Urban,1,cat1,PS (I-V),1,Department of Education,4,OBC,0,18,15,18,15,18,0,0,0,0,0,0,0,0,68,50,51,87,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190139,KURSEONG_MUNICIPALITY,Urban,1,cat1,PS (I-V),1,Department of Education,4,OBC,1,0,8,4,7,8,1,0,0,0,0,0,0,0,12,2,1,2,1,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190129,DARJEELING_PULBAZAR_BLOCK,Rural,1,cat1,PS (I-V),5,Private Unaided (Recognized),4,OBC,6,3,2,5,3,4,4,0,0,0,0,0,0,0,1,2,4,4,4,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190130,RANGLI_RANGLIOT_BLOCK,Rural,1,cat1,PS (I-V),5,Private Unaided (Recognized),4,OBC,0,0,2,2,1,2,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190131,KURSEONG_BLOCK,Rural,1,cat1,PS (I-V),5,Private Unaided (Recognized),4,OBC,2,4,5,7,10,6,0,0,0,0,0,0,0,0,5,6,14,7,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190129,DARJEELING_PULBAZAR_BLOCK,Urban,1,cat1,PS (I-V),5,Private Unaided (Recognized),4,OBC,2,6,4,3,2,7,3,0,0,0,0,0,0,0,0,1,5,6,1,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190131,KURSEONG_BLOCK,Urban,1,cat1,PS (I-V),5,Private Unaided (Recognized),4,OBC,21,19,5,6,6,9,0,0,0,0,0,0,0,0,5,3,4,6,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,Urban,1,cat1,PS (I-V),5,Private Unaided (Recognized),4,OBC,4,6,1,0,2,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190140,MIRIK_MUNICIPALITY,Urban,1,cat1,PS (I-V),5,Private Unaided (Recognized),4,OBC,6,6,8,7,11,11,13,0,0,0,0,0,0,0,6,9,8,8,11,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190129,DARJEELING_PULBAZAR_BLOCK,Rural,6,cat6,SS (I-X),5,Private Unaided (Recognized),4,OBC,20,17,18,21,24,26,34,32,30,31,31,16,0,0,19,10,21,24,27,17,28,22,26,23,0,0
2019-20,19,West Bengal,1901,DARJEELING,190131,KURSEONG_BLOCK,Rural,6,cat6,SS (I-X),5,Private Unaided (Recognized),4,OBC,0,0,3,3,2,3,3,4,8,5,14,7,0,0,1,6,4,3,2,2,5,6,8,5,0,0
2019-20,19,West Bengal,1901,DARJEELING,190132,MIRIK_BLOCK,Urban,6,cat6,SS (I-X),5,Private Unaided (Recognized),4,OBC,0,0,8,4,4,8,4,15,7,15,19,12,0,0,9,7,11,8,7,9,15,8,11,10,0,0
2019-20,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,Urban,6,cat6,SS (I-X),5,Private Unaided (Recognized),4,OBC,27,19,9,7,9,10,14,17,12,17,9,12,0,0,7,2,4,11,15,10,8,16,14,18,0,0
2019-20,19,West Bengal,1901,DARJEELING,190139,KURSEONG_MUNICIPALITY,Urban,6,cat6,SS (I-X),5,Private Unaided (Recognized),4,OBC,20,15,17,10,19,12,12,15,15,16,12,20,0,0,9,15,14,9,11,12,9,11,13,9,0,0
2019-20,19,West Bengal,1901,DARJEELING,190129,DARJEELING_PULBAZAR_BLOCK,Rural,7,cat7,SS (VI-X),1,Department of Education,4,OBC,0,0,0,0,0,0,40,49,38,73,62,60,0,0,0,0,0,0,27,35,42,82,70,55,0,0
2019-20,19,West Bengal,1901,DARJEELING,190130,RANGLI_RANGLIOT_BLOCK,Rural,7,cat7,SS (VI-X),1,Department of Education,4,OBC,0,0,0,0,0,0,10,16,10,12,13,18,0,0,0,0,0,0,4,6,6,8,12,10,0,0
2019-20,19,West Bengal,1901,DARJEELING,190131,KURSEONG_BLOCK,Rural,7,cat7,SS (VI-X),1,Department of Education,4,OBC,0,0,0,0,0,0,7,15,13,11,14,12,0,0,0,0,0,0,3,4,10,7,15,9,0,0
2019-20,19,West Bengal,1901,DARJEELING,190133,JOREBUNGLOW_SUKHIA_BLOCK,Rural,7,cat7,SS (VI-X),1,Department of Education,4,OBC,0,0,0,0,0,0,21,22,16,11,13,9,0,0,0,0,0,0,15,13,18,10,11,7,0,0
2019-20,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,Urban,7,cat7,SS (VI-X),1,Department of Education,4,OBC,0,0,0,0,0,0,5,7,8,3,11,7,0,0,0,0,0,0,2,5,6,5,13,5,0,0
2019-20,19,West Bengal,1901,DARJEELING,190139,KURSEONG_MUNICIPALITY,Urban,7,cat7,SS (VI-X),1,Department of Education,4,OBC,0,0,0,0,0,0,1,1,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
